tag;nome;referencia;preco;fornecedor;marca;aplicacao
2137;MS ROLAMENTO VIRABREQUIM 651/661 17X41X14;95230034556;96.50;;;STIHL MS 661
2138;MS ROLAMENTO VIRABREQUIM 651/661 6203;95030036677;84.36;;;STIHL MS 661
337;MS ROLETE DO PINHÃO 3/8 7D MS 462/661/651;00006421223;40.25;;;STIHL MS 661
338;MS ROLETE DO PINHÃO 3/8 8D MS 462/661/651;00006421216;41.61;;;STIHL MS 661
2173;MS SEGURANÇA DA CORRENTE;11226507702;29.35;;;STIHL MS (modelo a definir)
1390;MS SEGURANÇA DA CORRENTE MS462;11426567700;7.60;;;STIHL MS (modelo a definir)
341;MS SEM FIM STIHL 462;11286407112;37.00;;;STIHL MS 462
1524;MS SEM FIM STIHL 651;1446407101;47.99;;;STIHL MS 651
499;MS SILENCIADOR 462;11421400600;89.00;;;STIHL MS 462
2866;MS TAMBOR DE EMBREAGEM 651/661;11221602900 / 11220071000;80.00;;;STIHL MS 661
4146;MS TAMPA DE ARRANQUE / 661;11440802102;698.36;;;STIHL MS 661
2229;MS TAMPA DO SABRE 651/661;11446401710;205.00;;;STIHL MS 661
495;MS TAMPA DO SABRE MS-462;11426401705;140.00;;;STIHL MS 462
396;MS TAMPA TANQUE GASOLINA;3500533;46.97;;;STIHL MS (modelo a definir)
4148;MS TRAVA DO ACELERADOR /MS 661;11411800800;56.23;;;STIHL MS 661
2865;MS TUBO DO PUNHO 651/661;11447901702;176.82;;;STIHL MS 661
1467;MS TUCHO PRISIONEIRO M8X10X21;;10.00;;;STIHL MS (modelo a definir)
1465;MS TUCHO PRISIONEIRO M8X12X28;;5.18;;;STIHL MS (modelo a definir)
1466;MS TUCHO PRISIONEIRO M8X14X26;;3.86;;;STIHL MS (modelo a definir)
492;MS VELA STIHL 462;00004007011;29.31;;;STIHL MS 462
1707;MS VELA STIHL 651;00004007000;22.00;;;STIHL MS 651
510;MSMOLA DE EMBREAGEM MS-462;9975609;5.37;;;STIHL MS 462
496;MSMOLA DE TRAÇÃO MS462;11421605500;18.00;;;
1464;MSPARAFUSO COM COLAR M8;6642417;16.40;;;
509;MSPARAFUSO IS-M4X8;90223130633;3.00;;;
808;MSR OLAMENTO 462;11420071002;55.00;;;
250;MSTAMBOR DE EMBREAGEM MS462/361/;11351602601;120.00;;;
857;MTB FILTRO DE AR MOTOR BOMBA;14000031;33.00;;;
1735;MULTIMETRO DIGITAL;ET-1002;125.00;;;
3114;MWM INTERRUPTOR DE PRESSÃO DO ÓLEO GERADOR;7005209C1E;40.00;;;
3115;MWM MANGUEIRA SUPERIOR RADIADOR GERADOR;920708610034E;34.00;;;
1261;NARCADOR INDUSTRIAL 2MM 60ML;NARCADOR;20.50;;;
3222;"NIVEL DE ALUMINIO 16""";60915;80.00;;;
3167;ÓLEO 20W50;20W50;25.00;;;
791;ÓLEO ATF IPIRANGA DH DEXRON;ATF;20.00;;;
159;ÓLEO CASTROL 2TEMP (500ML);8017H;30.80;;;
232;ÓLEO GREEN PARA BOMBA DE VÁCUO DE;DS702013;0.04;;;
1721;ÓLEO HIDRAULICO 68;68V;17.00;;;
224;ÓLEO HIDRÁULICO PARA COMPRESSORES PAG 100;PAG 100;180.00;;;
1062;ÓLEO IPIRANGA 85W140 20L;85W140;34.15;;;
214;ÓLEO IPIRANGA ULTRAGEAR GL-5 80W90;GL-5 80W90;50.23;;;
1026;ÓLEO MOBIL 80W 20L;80W;30.65;;;
329;ÓLEO MOBILUB HDA 85W-90 - 20 LITRO;85W90;28.50;;;
233;ÓLEO MONTREAL SINTÉTICO PARA REFRI;0001.1;0.04;;;
219;ÓLEO MOTOR F1 MASTER PROTECTION SA;SAE 20W50;32.00;;;
2488;ÓLEO PARA CAIXA DE CÂMBIO EATON;TRANSMISSÃO MÉDIA/PESADA;48.59;;;
3087;ÓLEO PARA COMPRESSOR ISO 150;ISO 150;24.00;;;
3383;ÓLEO PARA PNEUMATICAS;;32.67;;;
69;ÓLEO SAE 15W40 20L;3E-9848;21.15;;;
70;ÓLEO SAE 50 20L;7X-7858;17.50;;;
4170;ÓLEO SHELL HELIK 5W-30;5W-30;74.00;;;
220;ÓLEO SINTETICO 5W30 1L HILUX;5W30;41.05;;;TOYOTA HILUX
3081;ÓLEO VOLVO 75W80 GO102;75W80;30.00;;;
3082;ÓLEO VOLVO 85W-140;85W-140;30.00;;;
111;ÓLEO VOLVO PARA EIXO WB101;WB101;30.00;;;
3080;ÓLEO VOLVO WB102;WB102;30.00;;;
1665;OUTRO;;48.34;;;
3031;OUTRO;;220.00;;;
1179;PAPEL A4 ( RESMA );A4;24.00;;;
1417;PAPEL FILME PVC STRETCH 500MM X 25;2473;92.00;;;
380;PARAFUS0 22X98MM;22X98MM;20.97;;;
1856;PARAFUSO 06X20MM 8.8;06X20MM;0.50;;;
2097;PARAFUSO 06X30MM 8.8;06X30MM;0.75;;;
1857;PARAFUSO 06X40MM 8.8;06X40MM;0.85;;;
1859;PARAFUSO 06X60MM 8.8;06X60MM;1.25;;;
1858;PARAFUSO 06X80MM 8.8;06X80MM;4.75;;;
1861;PARAFUSO 08X20MM 8.8;08X20MM;1.55;;;
2096;PARAFUSO 08X30MM 8.8;08X30MM;0.75;;;
1860;PARAFUSO 08X40MM 8.8;08X40MM;1.95;;;
2095;PARAFUSO 08X50MM 8.8;08X50MM;1.26;;;
1862;PARAFUSO 08X60MM 8.8;08X60MM;2.15;;;
2094;PARAFUSO 08X80MM 8.8;08X70MM;2.31;;;
1863;PARAFUSO 08X80MM 8.8;08X80MM;2.55;;;
1866;PARAFUSO 10X100MM 8.8;10X100MM;4.90;;;
519;PARAFUSO 10X40MM 8.8;10X40MM;2.60;;;
2090;PARAFUSO 10X50MM 8.8;10X50MM;3.50;;;
1864;PARAFUSO 10X60MM 8.8;10X60MM;3.00;;;
1865;PARAFUSO 10X80MM 8.8;10X80MM;3.60;;;
2092;PARAFUSO 10X80MM 8.8;10X80MM;3.90;;;
1021;PARAFUSO 12X100MM 8.8;12X100MM;5.80;;;
1868;PARAFUSO 12X120MM 8.8;12X120MM;7.80;;;
2378;PARAFUSO 12X30MM 8.8;12X30MM 8.8;4.75;;;
521;PARAFUSO 12X40MM 8.8;12X40MM;5.00;;;
2093;PARAFUSO 12X50MM 8.8;12X50MM;3.98;;;
1733;PARAFUSO 12X60MM 8.8;12X60MM;3.90;;;
3372;PARAFUSO 14X110 (ROSCA 1,5) FLANGEADO;14X110 (ROSCA 1,5);20.75;;;
2125;PARAFUSO 16X170MM;16X170MM;29.50;;;
2126;PARAFUSO 16X70MM;16X70MM;14.58;;;
2127;PARAFUSO 16X90MM;16X90MM;17.32;;;
2395;PARAFUSO 18X60MM 8.8;18X60MM 8.8;8.50;;;
3041;PARAFUSO 18X90 10.9;18X90 10.9;15.00;;;
2128;PARAFUSO 20X90MM;20X90MM;0.00;;;
3042;PARAFUSO 24X180;24X180;25.00;;;
2129;PARAFUSO 5/8X1.1/2;5/8X1.1/2;10.45;;;
1731;PARAFUSO 6X50 AÇO 8.8;6MM;1.80;;;
3229;PARAFUSO DA CAIXA DE MARCHA 10X60MM COM PORCA;10X60MM;4.28;;;
4014;PARAFUSO DO DESLIZANTE DA MOLA;20X315MM FLANGEADO ROSCA 1.5;493.80;;;
4286;"PARAFUSO SEXTAVADO 1/2"" X 1.1/2"" 8.8";"1/2"" X 1.1/2"" 8.8";5.00;;;
4265;PARAFUSO SEXTAVADO DO TIRANTE 1725 18X150;ZM4070804;23.18;;;MB ATEGO 1725
1867;PARAFUSO12X80MM8.8;12X80MM;5.00;;;
514;PARAFUSO140X20MM AÇO 8.8 ROSCA 2.;140X20MM;10.00;;;
1872;PARAFUSO14X100MM 8.8;14X100MM;8.10;;;
1873;PARAFUSO14X120MM 8.8;14X120MM;9.90;;;
1869;PARAFUSO14X40MM 8.8;14X40MM;4.70;;;
1870;PARAFUSO14X60MM 8.8;14X60MM;5.30;;;
1871;PARAFUSO14X80MM 8.8;14X80MM;5.90;;;
1875;PARAFUSO16X100MM 8.8;16X100MM;10.40;;;
1874;PARAFUSO16X120MM 8.8;16X120MM;11.90;;;
528;PARAFUSO16X180MM 8.8;16X180MM;18.40;;;
1884;PARAFUSO16X40MM 8.8;16X40MM;5.50;;;
527;PARAFUSO16X65MM ROSCA 1.5 AÇO 10.;16X67MM;24.00;;;
1879;PARAFUSO18X100MM 8.8;18X100MM;15.00;;;
1878;PARAFUSO18X120MM 8.8;18X120MM;17.00;;;
1877;PARAFUSO18X180MM 8.8;18X180MM;23.00;;;
1692;PARAFUSO18X70MM AÇO 10.9;18X70MM;13.31;;;
1881;PARAFUSO22X150MM 8.8;22X150MM;40.00;;;
523;PARAFUSO40X14MM AÇO 8.8 ROSCA 2.0;40X14MM;4.34;;;
518;PARAFUSO40X16MM AÇO 8.8 ROSCA 13G;40X16MM;5.00;;;
1676;PARAFUSODO VOLANTE 16X65 ROSCA 1,;16X65 1,5;69.00;;;
522;PARAFUSOFLANGEADO 12X50MM AÇO 10.;12X50MM;4.00;;;
516;PARAFUSOLAMINA 20X120MM;20X120MM;12.00;;;
529;PARAFUSOLAMINA 8X2.1/4 RG;8X2.1/4 RG;4.00;;;
1887;PARAFUSOM20 FLANGEADO (MANCAL DA;20X270;40.00;;;
1777;PARAFUSOOCO M12 X ROSCA 1,5;12309;2.00;;;
535;PARAFUSORODA 18X80MM;18X80MM;11.50;;;
1520;PARAFUSORODA FORD F-4000;M18-1,5X81/9;20.97;;;FORD F-4000
1176;PASTA PROPRILENO TRANSPARENTE;;3.00;;;
3350;PEDRA ESMERIL;PEDRA;0.00;;;
1838;PEDRA PARA RETIFICA 20X20MM CILIND;A039;7.32;;;
1118;PIA INOX 1,20 MT 1 CUBA;PIA;362.00;;;
1117;PIA TIPO LAVATORIO;2500;83.00;;;
2369;PILHA AA ALCALINA;AA ALCALINA;8.51;;;
2370;PILHA AAA ALCALINA;AAA;5.50;;;
1191;"PINCEL 3""";PINCEL;18.30;;;
1174;PINCEL MARCADOR PERMANENTE;;9.98;;;
3102;"PINCEL 2"" 1/2";;11.30;;;
837;PINCEL ESCOLAR CHATO CABO LONGO N°;4216;4.00;;;
3259;PINO DE CENTRO 14X8 PRANCHA;;22.27;;;
1487;"PINO DE CENTRO 16X12""";;12.00;;;
2889;"PINO DE CENTRO 16X14""";"16X14""";14.00;;;
1363;PINO DE CENTRO 18X12 CABEÇA BAIXA;;62.36;;;
1995;PINO DE ENGATE DE AR ROSCA 16MM;PINO16MM;9.60;;;
4063;PINO ESFERICO SERVO DE EMBREAGEM AXOR 1933/2533/ATEGO 1725;6592950074;54.01;;;MB ATEGO 1725
1217;PINO FEIXE DE MOLA DIANTEIRO 2423K;PINO FEIXE D;36.97;;;
1200;PISTOLA DE ABASTECER BREMEN 3/4X1/2;3/4X1/2;230.00;;;
1403;PLASTICO P/ PLASTIFICAÇÃO (PCT C/;A4P;170.00;;;
783;PLUG FEMEA 2P+T 20A PRETA;18660;9.00;;;
2375;PLUG TOMADA MACHO;;7.70;;;
819;PNEU 1000-20 CONQUISTADOR TIPO CAM;1000-20;1916.48;;;
1407;PNEU 1100-22 SUPER CONQUISTADOR TIPO CAMARA 16PR;208072;2501.00;;;
4377;PNEU 265/65R17 A/T WL 112S RA1100;265/65R17;700.00;;;
2405;PNEU 275/80R22.5 ARMO MAX MSA MISTO;275/80R22.5;2949.00;;;
2404;PNEU 275/80R22.5 ARMO MAX MSD TRAÇÃO;275/80R22.5;3141.00;;;
2753;PNEU 295/80R 22.5 DPLUS TRAÇÃO AXOR;295/80R 22.5 DPLUS;1950.00;;;
821;PNEU 295/80R22 5 STEELMARK AGS 16PR JULIETAS;295/80R22 5;1390.00;;;
1546;PNEU 295/80R22.5 154/152K ARMOMAX MSA GEN-2 DIANTEIRA AXOR;;2884.00;;;
1579;PNEU 295/80R22.5 APOLO;;2350.00;;;
818;PNEU 295/80R22.5 KELLY MSD II 152/148K H TRASEIRA AXOR;KELLY MSD II 152/148K H;2796.44;;;
451;PNEU 30.5L32 LOGLUGII HD 26PR SEM CAMARA SKIDDER;270526;25216.00;;;
1611;PNEU CARRINHO DE MÃO 3,25X8;3,25X8;54.00;;;
3338;PNEU CARRINHO DE MÃO COM RODA DE FERRO;;280.00;;;
1561;PNEU DURABLE LT265/75R16 10PR 123/;265/75R16LT;875.00;;;
328;PNEU PAPALEGUAS 1100-22 G8 TIPO JULIETAS;11.00-22;1977.00;;;
2403;PNEU SUPER CONQUISTADOR 1000-20 BORRACHUDO;1000-20;2294.00;;;
4088;POLIA DA CORREIA TOYOTA HILUX 05/15;2063;415.00;;;TOYOTA HILUX
4121;POLIA DO COMPRESSOR DO AR CONDICIONADO PK;;578.00;;;
4263;PONTEIRA BIGORNA REBITADOR 3/8;K-A8204A191A;37.60;;;
4244;PONTEIRA DO CARDAN 16 ESTRIAS 35MM;PT1016;389.00;;;
3176;PORCA RODA OSCILANTE 22MMX1.50 CH32 ALTA;;6.75;;;
1364;PORCA SEXTAVADA 18MM;PORCA;6.95;;;
4084;PORCA SEXTAVADA GRAMPO;18MM;5.50;;;
2266;PORTA ELETRODO 1000A;1000A;119.90;;;
2764;PORTA ESCOVA MOTORDELCO 41MT 24V;10478898;125.00;;;
2757;PORTA FUSIVEL LAMINA;EG-7198;2.52;;;
1072;PRANCHETA;;5.71;;;
542;PREGO 1.1/2X13;1.1/2X13;18.00;;;
1110;PREGO 1X16 11X11 PARA PLAQUETA;1X16 11X11;25.00;;;
540;PREGO 2.1/2 2X10;2.1/2 2X10;21.75;;;
2310;PREGO 2X11 17X21;2X11 17X21;21.75;;;
541;PREGO 3.1/2X9;3.1/2X9;20.00;;;
277;PREGO 3X9 19X33;3X9 19X33;17.00;;;
1716;PREGO 5X4 23X54;5X4 23X54;27.40;;;
2311;PREGO PARA TELHA 18X27;PREGO PARA TELHA 500G;15.00;;;
2210;PRENDEDOR DE ROUPA (12UN);PR;3.50;;;
4216;PRESILHA FIXAÇÃO SUPERIOR DO FAROL AXOR;940.826.0013;17.00;;;
4012;PROTEÇÃO DE MÃO MS 661;11447909100;105.00;;;STIHL MS 661
614;PROTETOR CAMARA 1100R22 FURO CENTRAL;1100R22;47.77;;;
2199;PROTETOR DE CAMARA 25 CARREGADEIRA;CAMARA 25 CARREGADEIRA;322.50;;;
3062;PROTETOR DE CAMARA ARO 16 FURO CEN;ARO16;29.00;;;
388;PROTETOR DE CAMARA ARO 20 FURO CEN;1102;39.56;;;
1625;PROVETA GRADUAL 1000ML;PROVETA;111.00;;;
3182;PURIFICADOR DE AR 1725;1228.0310.5119;1472.00;;;MB ATEGO 1725
2282;RADIO COMUNICADOR PORTATIL INTELBRAS;RC 3002 G2;333.50;;;
1882;RATOEIRA COLA;RATOREIRA;5.00;;;
3363;REBITADEIRA MANUAL ALAVANCA;R450;184.00;;;
3362;REBITE ALUMINIO REPUXO 6.0;REPUXO 6.0;0.56;;;
937;REBITE PARA LONA DE FREIO CAMINHÃO;REBITE;0.28;;;
1284;REBITE PARA LONA DE FREIO JULIETA;10X14MM;0.11;;;
2397;RECARGA DE OXIGENIO;SERVIÇO;970.00;;;
2480;REDUTOR M16 X 1.5 X M22;M16 X 1.5 X M22;18.90;;;
1212;REFIL PARA PNEU SEM CAMARA 200MM -;351120;21.00;;;
2766;REFLETOR DE LED 100W;100W;35.00;;;
1224;REFLETOR LED 50W 6K BIVOLT;REFLETOR;58.00;;;
1124;REGISTRO ESFERICO SOLDAVEL DE 25 M;T-2;15.20;;;
2790;REGISTRO SOLDAVEL 32MM;32MM;29.00;;;
2051;REGUA DE ALUMINIO 30CM;30CM;7.00;;;
3220;REGULADOR DE PRESSÃO RI-13B 15KG/H PARA GLP E GAS NATURAL;FAMABRAS-21451901;347.00;;;
1288;REGULADOR DE PRESSÃO GLP 700;GLP;316.00;;;
3234;REGULADOR DE PRESSÃO PARA OXIGÊNIO;RO-200;350.00;;;
134;REGULADOR DE VOLTAGEM 28V;GA448;150.00;;;
1287;REGULADOR MANOMETRO DE PRESSÃO OXI;339.003;284.00;;;
2819;RELE AUXILIAR;DNI0116;17.00;;;
2821;RELE AUXILIAR;88RE212 / DNI0102;25.00;;;
2818;RELE AUXILIAR;DNI0240;24.00;;;
2820;RELE AUXILIAR;DNI0111;22.00;;;
2822;RELE AUXILIAR MINI;DNI0226;17.00;;;
4166;RELÉ MINI AUXILIAR 24V;DNI0228;35.25;;;
4162;RELE PISCA DE ALTA POTENCIA UNIVERSAL 12V-500W;DNI0412S4;25.98;;;
1773;RELE RPS-FF FALTA FASE 220V;6790;84.12;;;
3052;REMENDO A FRIO REM04;REM04;10.00;;;
3055;REMENDO DE PNEU SEM CAMARA COM HASTE;MIC08;10.00;;;
1101;REMENDO REFIL (PCT 5UN);;21.00;;;
4189;REPARO ROLETE DO PATIM DO FREIO;3074211874;48.00;;;
1144;RESPIRADOR PFF2 COM VALVOLA;CA 39236;0.99;;;
4125;RETENTOR 38X52X10,00;00479 BR;23.12;;;
4095;RETENTOR DIANTEIRO MOTOR MWM D229;92988560034;0.00;;;
4273;RETENTOR DO CUBO DE RODA TRASEIRO F4000 82.50X114.30X12.70MM;07375BY;62.66;;;FORD F-4000
4042;RETENTOR DO PINHÃO DO DIFERENCIAL EXTERNO;025556 / 02557;66.89;;;
4253;RETENTOR DO VIRABREQUIM COMPRESSOR PRESURE FF40WI;02844;80.00;;;
4100;RETENTOR PINHÃO DIFERENCIAL VOLVO L70 L90 L110 L120;4717576;259.13;;;VOLVO L90
1265;RETENTOR TRASEIRO VIRABREQUIM 115X;5155;223.71;;;
2252;RETIFICA PNEUMATICA CHR-25 VONDER;CHR-25;248.38;;;
2609;RODA DISCO 1100R22;1100X22;600.00;;;
3079;RODA DISCO 1100X22;1100X22;850.00;;;
820;RODA DISCO 22.5X8.25 10F PNEU 295;365078501;650.00;;;
1567;ROLAMENTO 6005-2RS;6005-2RS;30.80;;;
2835;ROLAMENTO 61815/C3;61815/C3;350.00;;;
4261;ROLAMENTO 6203-2RS-C3;00514 TIMKEN;38.85;;;
2811;ROLAMENTO 6204;6204;15.00;;;
2809;ROLAMENTO 6205-2RS-C3;6205-2RS-C3;15.00;;;
274;ROLAMENTO 6303-2R SKF;6303-2R;25.00;;;
81;ROLAMENTO 6304-2RS;6304-2RS;25.96;;;
271;ROLAMENTO 63042RSH SKF;63042RSH;30.00;;;
2810;ROLAMENTO 6306-2RS;6306-2RS;22.00;;;
270;ROLAMENTO 6307ZZ TIMKEN;6307ZZ;36.00;;;
1235;ROLAMENTO DIFERENCIAL AXOR 3344;31313-9X026;406.00;;;MB AXOR 3344
165;ROLAMENTO SKF 33215 130X75X41;33215;250.00;;;
110;SABRE 63CM 42D 3/8 DUR;3003-001-563;460.00;;;
2102;SACA FILTRO TIPO CORRENTE 2 ELOS;2ELOS;56.43;;;
3349;SACA TERMINAL DE DIREÇÃO PEQUENO;;462.00;;;
3397;SACA VALVULA CHAVE FENDA 18CM 5526 BREMEN;18CM 5526;3.83;;;
1684;SACO DE MAPA;557;50.00;;;
792;SACO ESTOPA PANO COSTURADO 20KG;TRAPO;147.00;;;
2002;SACO TRANSPARENTE 16X32X0,040;16X32X0,040;0.08;;;
2767;SELANTE PARA RADIADOR 200ML;SELANTE;10.00;;;
4190;SELO DUO-CONE COM DIÂMETRO EXTERNO;6T8439;0.00;;;
4167;SENSOR DE PRESSAO DO ÓLEO LUBRIFICANTE ALTOMOTIVO ALARME/0,5BAR;3-RHO 7700;199.00;;;
1394;SERRA DE SERRAR FERRO STARRET BIME;BS1232;9.90;;;
735;SERVO EMBREAGEM - WABCO;970 051 125;2667.00;;;
3347;SILICONE ACÉTICO 501 55G;501;21.00;;;
1691;SILICONE BRANCO MULT USO 270G;SILICONE;23.00;;;
2769;SILICONE SPRAY 300ML;SPRAY 300ML;16.00;;;
4195;SIRENE DE MARCHA RÉ 12/24V;DNI4027;41.75;;;
102;SIRENE DE RÉ UNIVERSAL AUT;884027;24.05;;;
226;SOLUÇÃO PARA BATERIA SÓ FILTROS 10;SOLUÇÃO;0.03;;;
346;SOLUPAN INTERCAP (AZUL) 1LT;SOLUPAN;9.41;;;
1271;SOPRADOR STIHL BG 86 C-E 1,1CV- 01;BG76C;1887.00;;;
4267;"SOQUETE CR-MO 1"" LONGO 33MM";"CR-MO 1"" 33MM";89.00;;;
4076;SOQUETE DE IMPACTO SEXTAVADO LONGO 27 1'';5739;112.00;;;
3156;SOQUETE FAROL LAMPADA H4;ETE7090B;2.21;;;
782;SOQUETE ILUMI 16101 PRETO C/RABICH;18656;3.61;;;
1928;SPD BOMBA DE IGNIÇÃO - BG86;42414001320;179.75;;;
1190;SPD CARBURADOR 4241/27 STIHL - BG;42411200627;219.00;;;
4103;SPD FILTRO DE AR SOPRADOR BG 86 STIHL;42411404404;55.00;;;
2666;SPD JOGO DE JUNTA DE VEDAÇÃO;41440071012;122.00;;;
4102;SPD TAMPA DA PARTIDA COMPLETA SOPRADOR BG 86;42410802107;160.00;;;
3112;SUPORTE PARA VIDEA 16 - 20 X 20 PARA DESBASTE;;160.00;;;
1845;SUPORTE PARA VIDEIA EXTERNO;MTJNR 2020 K;220.00;;;
1450;SUPORTE PAREDE EXTINTOR ABC 4KG;;10.00;;;
1449;SUPORTE VEICULAR EXTINTOR ABC 4KG;;60.00;;;
3107;TALHA 0,50 TON 5 MTS ELEVAÇÃO;,50 TON 5 MTS;884.00;;;
3139;TALHA MANUAL 2 TONELADAS;;450.00;;;
4052;TAMPA DO ARREFECIMENTO PRETO MB 2368 91A00;10335;0.00;;;
4051;TAMPA DO RADIADOR MB 1113/1317...;LBS 60868A84;28.89;;;
1809;TECNIL 130X80;TNI1300801;1869.00;;;
2263;TECNIL 40MMX1MT;40MMX1MT;37.96;;;
2262;TECNIL 70MMX1MT;70MMX1MT;68.00;;;
3040;TEE ESGOTE 100MM 90º;100MM 90º;16.00;;;
2773;TEE ESGOTE 50MM 90º;TEE;4.90;;;
2782;TEE SALDAVEL DE 25MM;25MM;12.00;;;
2786;TEE SALDAVEL DE 32MM;32MM;7.00;;;
2779;TEE SALDAVEL DE 40MM;40MM;12.50;;;
1125;TEE SALDAVEL DE 60MM;T524;45.00;;;
2784;TEE SOLDAVEL COM ROSCA 25MM X 1/2'';25X1/2;12.00;;;
2785;TEE SOLDAVEL COM ROSCA 20MM X 1/2'';20MM X 1/2'';10.00;;;
2316;TELHA BRASILIT FIBROTEX;BRASILIT FIBROTEX;29.87;;;
711;TERMINAL ALAVANCA CÂMBIO;P03041;118.00;;;
804;TERMINAL DE BATERIA SAPÃO;20694;13.50;;;
2807;TERMINAL DE DIREÇÃO DIR. M30X1.5 AXOR;ZL2049;185.00;;;
716;TERMINAL FEMEA 85X14MM ROSCA 1.5;56769021;150.00;;;
4246;"TERMINAL HIDRÁULICO 1"" 90° PRENSAVEL FLANGE";;116.00;;;
3106;TERMOMETRO DE PETROLEO;;240.00;;;
4193;TERMOSTATO CONTROLE DE TEMPERATURA 20°C A 120°C;WY120-653-21H;142.00;;;
1374;TERMOSTATO DE REFRIGERAÇÃO BEBEDOU;0144123/4260;95.00;;;
750;TERMOSTATO DE REFRIGERAÇÃO RC33647;DI715003;95.00;;;
4113;TERMOSTATO ROTATIVO UNIVERSAL;DS715005 / RC34867-1;74.90;;;
1193;"TESOURA 10""";;80.56;;;
teste1;TESTE;;1.00;;;
2762;TESTE 1;1;1.00;;;
teste2;TESTE2;;1.00;;;
1202;THINNER 900ML;;16.00;;;
2956;TIGERCAT ATUADOR HIDRAULICO DO VENTILADOR 630H;219361;2500.00;;;TIGERCAT 630H
2646;TIGERCAT BUCHA DO TRAVAMENTO DA CABINE - 630H;BH397;2010.00;;;TIGERCAT 630H
2957;TIGERCAT CALÇO;35230A;15.00;;;TIGERCAT 630H
2179;TIGERCAT CHICOTE DO BANCO;96424B;3197.46;;;TIGERCAT 630H
2644;TIGERCAT CORREIA 8PK1620 - 630H;8PK1620;74.82;;;MB 1620
1951;TIGERCAT DISPLAY MODULO - 630H;20077771;32000.00;;;TIGERCAT 630H
53;TIGERCAT ELEMENTO DO FILTRO SEPARADOR COMBUSTIVEL;213473;538.15;;;TIGERCAT 630H
2178;TIGERCAT FILTRO STRANER;AY059 / P165876;1041.75;;;TIGERCAT 630H
2953;TIGERCAT FILTRO AR CONDICIONADO;900129;250.00;;;TIGERCAT 630H
1709;TIGERCAT FILTRO DE AR CONDICIONADO;2S-E1;72.00;;;TIGERCAT 630H
2697;TIGERCAT FILTRO DE AR DE CABINE;321005;150.00;;;TIGERCAT 630H
67;TIGERCAT FILTRO DE AR PRIMARIO - 630H;100859 / P532503;278.80;;;TIGERCAT 630H
68;TIGERCAT FILTRO DE AR SECUNDARIO - 630H;100860 / P532504;526.10;;;TIGERCAT 630H
419;TIGERCAT FILTRO DE COMBUSTIVEL;P550881;146.00;;;TIGERCAT 630H
2489;TIGERCAT FILTRO DE COMBUSTÍVEL;P551329;79.00;;;TIGERCAT 630H
66;TIGERCAT FILTRO DE COMBUSTIVEL;BH810-1;463.84;;;TIGERCAT 630H
71;TIGERCAT FILTRO DE ÓLEO DO MOTOR 630H;211556 / P551100 / W950/26;86.00;;;TIGERCAT 630H
54;TIGERCAT FILTRO DO ARLA BH908 630H;BH908;448.68;;;TIGERCAT 630H
1601;TIGERCAT FILTRO HIDRAULICO;AY066;340.00;;;TIGERCAT 630H
1615;TIGERCAT FILTRO HIDRAULICO - 630H;AY003 / P550251;189.90;;;TIGERCAT 630H
1681;TIGERCAT FILTRO HIDRAULICO - 630H;P164381;318.00;;;TIGERCAT 630H
1722;TIGERCAT FILTRO HIDRAULICO - 630H;HF6710;154.00;;;TIGERCAT 630H
2648;TIGERCAT FILTRO HIDRAULICO - 630H;AY075 / P165338;269.00;;;TIGERCAT 630H
2647;TIGERCAT FILTRO HIDRAULICO (FILTRO AZUL) - 630H;AY052 / P165762;319.00;;;TIGERCAT 630H
2250;TIGERCAT FILTRO SECADOR 630H;BR058;2050.00;;;TIGERCAT 630H
2451;TIGERCAT JOYSTICK CONTROLE DA GARRA - 630H;AH242;19047.00;;;TIGERCAT 630H
2645;TIGERCAT KIT REPARO DA GARRAFA DE DIREÇÃO - 630H;21057A;1545.00;;;TIGERCAT 630H
2958;TIGERCAT MANGUEIRA;211950;250.00;;;TIGERCAT 630H
2177;TIGERCAT RELE;211882;397.14;;;TIGERCAT 630H
2966;TIGERCAT RELE;211882;56.00;;;TIGERCAT 630H
2705;TIGERCAT REPARO DA GARRAFA DE ELEVAÇÃO 630H;53299A;3491.64;;;TIGERCAT 630H
2176;TIGERCAT REPARO DO CILINDRO 630;53299A;3320.18;;;TIGERCAT 630H
2175;TIGERCAT RESISTOR 630;AM872;202.75;;;TIGERCAT 630H
2134;TIGERCAT SENSOR DE PRESSÃO 630;AK232;2283.30;;;TIGERCAT 630H
2678;TIGERCAT SUPORTE DE BORRACHA - 630H;BH118;317.78;;;TIGERCAT 630H
2955;TIGERCAT VALVULA DE CONTROLE DE AGUA;4460913080;1300.00;;;TIGERCAT 630H
2963;TIGERCAT VALVULA DO FILTRO;203888;80.00;;;TIGERCAT 630H
862;TINTA ESMALTE SITETICO PLATINA 3,6;51151;190.00;;;
4204;TINTA PRETO BRILHANTE;TINTA PRETA;100.00;;;
1742;TINTA SPRAY BRANCO 350ML;SPRAY BRANCO;24.00;;;
117;TNT AZUL;;85.00;;;
118;TNT VERMELHO;;85.00;;;
2362;TOMADA + PLUG INDUSTRIAL 2P+T 32A 250V 6H;2P+T 32A 250V 6H;100.00;;;
2361;TOMADA ELETRICA 110/220V;;14.00;;;
1189;TONER COMPATIVEL BROTHER HL 1202;TN1060;85.00;;;
